jan,title,avg_sold_price,avg_shipping,total_sold,total_sales,date_last_sold,brand,mpn,epid,category,seller,item_id,url
4549526376894,CASIO G-SHOCK DW-5600EP-4JF Red Men's Watch New W/Box from JP F/S new,138.23,0,1,138.23,"Aug 22, 2026",Casio,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",the_big_dipper_japan,135538050019,https://www.ebay.com/itm/135538050019
4549526343193,Casio G-SHOCK GW-9400YJ-1JF Master of G RANGEMAN LIMITED Digital Solar Watch Men,378.44,0,1,378.44,"Aug 20, 2026",Casio,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",the_big_dipper_japan,135599512828,https://www.ebay.com/itm/135599512828
4906006270453,ORIENT Watch Panda Solar Chronograph Japan White Men's Neo 70's WV0041TX New,241.89,0,1,241.89,"Aug 21, 2026",Orient,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",the_big_dipper_japan,135613534895,https://www.ebay.com/itm/135613534895
4954628463173,Seiko Prospex SPEEDTIMER Solar Chronograph Archive Color SBDL099 Men's Watch new,630.67,0,1,630.67,"Aug 22, 2026",Seiko,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",the_big_dipper_japan,135618962887,https://www.ebay.com/itm/135618962887
4549526209376,CASIO BABY-G Floral Dial Series BGA-150FL-1AJF Women's Watch F/S New  japan,96.66,0,1,96.66,"Aug 21, 2026",Casio,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",the_big_dipper_japan,135684218103,https://www.ebay.com/itm/135684218103
4902470766010,1Day Ship Feather Artist Club DX Leather Folding Razor Type ACD-R Top Line Model,114.8,0,1,114.8,"Aug 20, 2026",Feather,,,Health & Beauty|Shaving & Hair Removal|Razors & Razor Blades|Men's Razors,yorozu_japan,135709449886,https://www.ebay.com/itm/135709449886
4521570137904,Yoshitomo Nara Tote Bag STOP THE BOMBS!! PEACE IN ’68 NEW JAPAN,68.99,0,1,68.99,"Aug 20, 2026",,,,Art|Other Art,okwstat0,135811131863,https://www.ebay.com/itm/135811131863
4549526295881,CASIO AQ-S800W-1BJH Watch waterproof LED Men's Black new free shipping,53,0,1,53,"Aug 21, 2026",CASIO COLLECTION (Casio Collection),,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",the_big_dipper_japan,136020309481,https://www.ebay.com/itm/136020309481
4962615050688,HAKKO FR301-81 Desoldering tool rubber flat plug type with case AC100V New,158.12,20,1,158.12,"Aug 22, 2026",HAKKO,FR30181,9019904059,"Business & Industrial|CNC, Metalworking & Manufacturing|Welding & Soldering Equipment|Soldering/Desoldering Equipment & Accessories|Soldering Guns & Irons",top-omotenashi,136197349299,https://www.ebay.com/itm/136197349299
4517228037818,SEIKO Alarm Clock SQ782B Temperature / Humidity See-through LCD Wood Grain Japan,55.48,15,1,55.48,"Aug 22, 2026",Seiko,SQ782B,,Home & Garden|Home Décor|Clocks|Alarm Clocks & Clock Radios,top-omotenashi,136198769973,https://www.ebay.com/itm/136198769973
4992287820012,CEC TL3 3.0 Belt Drive CD Transport Player Black AC 230V Brand New,2300,0,1,2300,"Aug 21, 2026",CEC Industries,,,"Consumer Electronics|TV, Video & Home Audio|Home Audio|Home Audio Components|CD Players & Recorders",ac_gear369,136272911542,https://www.ebay.com/itm/136272911542
4944445095442,Subarashiki Hibi 15th Anniversary Edition Japanese PC Game for Windows,130,0,1,130,"Aug 21, 2026",,,,Video Games & Consoles|Video Games,hirohiro-0,136842031159,https://www.ebay.com/itm/136842031159
4580568428868,Epiphone Inspired by Gibson Noel Gallagher Riviera Dark Red Wine Brand New,1150,0,1,1150,"Aug 21, 2026",Epiphone,Noel Gallagher Riviera,,Musical Instruments & Gear|Guitars & Basses|Electric Guitars,r.s.shop.for.creator,136872461167,https://www.ebay.com/itm/136872461167
4971850443674,CASIO LINEAGE LCW-M300D-1AJF Men's Watch Solar Atomic Radio Analog Digital New,133.77,0,1,133.77,"Aug 22, 2026",Casio,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",okjapan,137029221525,https://www.ebay.com/itm/137029221525
4991644506286,KOHKEN  14201M 1/2 (12.7 mm) impact Wheel Nut Sockets Set 3pcs new,65.32,0,1,65.32,"Aug 21, 2026",,14201M 3Pcs,,Home & Garden|Tools & Workshop Equipment|Other Tools & Workshop Equipment,the_big_dipper_japan,137032343882,https://www.ebay.com/itm/137032343882
4549018716498,Gamakatsu LUXXE EG X Ultimate S86ML Solid Eging Rod Squid Fishing Long Casting,729.99,0,1,729.99,"Aug 21, 2026",Gamakatsu,,,Sporting Goods|Fishing|Rods & Poles,yokitackle,137228356031,https://www.ebay.com/itm/137228356031
